Date,Open,High,Low,Close,Volume,Adj Close
2010-01-15,1781.12,1786.22,1754.09,1762.35,000,1762.35
2010-01-14,1781.37,1788.98,1778.75,1780.86,000,1780.86
2010-01-13,1776.98,1790.24,1762.11,1787.49,000,1787.49
2010-01-12,1784.07,1784.56,1763.29,1770.65,000,1770.65
2010-01-11,1808.08,1809.14,1790.49,1799.24,000,1799.24
2010-01-08,1785.42,1802.77,1781.01,1802.54,000,1802.54
2010-01-07,1788.14,1791.92,1778.35,1791.89,000,1791.89
2010-01-06,1782.89,1790.65,1780.83,1786.61,000,1786.61
2010-01-05,1774.27,1784.95,1769.38,1782.42,000,1782.42
2010-01-04,1768.08,1778.53,1768.08,1776.40,000,1776.40
2009-12-31,1767.47,1768.47,1747.37,1747.52,000,1747.52
2009-12-30,1765.78,1768.98,1757.62,1766.06,000,1766.06
2009-12-29,1773.23,1773.88,1768.05,1769.51,000,1769.51
2009-12-28,1771.35,1775.84,1762.94,1769.40,000,1769.40
2009-12-24,1763.62,1768.18,1762.33,1767.22,000,1767.22
2009-12-23,1744.32,1760.84,1739.93,1759.81,000,1759.81
2009-12-22,1735.67,1742.52,1733.98,1741.01,000,1741.01
2009-12-21,1720.94,1734.92,1720.85,1732.67,000,1732.67
2009-12-18,1706.99,1711.50,1691.82,1711.34,000,1711.34
2009-12-17,1710.60,1715.09,1697.96,1699.78,000,1699.78
2009-12-16,1725.57,1734.01,1718.36,1722.91,000,1722.91
2009-12-15,1717.28,1730.05,1712.81,1717.34,000,1717.34
2009-12-14,1715.24,1723.47,1703.56,1723.47,000,1723.47
2009-12-11,1709.29,1711.84,1694.91,1706.16,000,1706.16
2009-12-10,1701.62,1709.16,1695.47,1699.71,000,1699.71
2009-12-09,1688.87,1694.37,1674.21,1692.60,000,1692.60
2009-12-08,1690.87,1700.19,1678.68,1690.80,000,1690.80
2009-12-07,1697.72,1711.67,1697.44,1703.94,000,1703.94
2009-12-04,1707.76,1715.88,1674.65,1698.44,000,1698.44
2009-12-03,1699.10,1709.41,1681.53,1682.67,000,1682.67
2009-12-02,1684.92,1701.90,1684.18,1692.93,000,1692.93
2009-12-01,1673.16,1689.65,1673.13,1684.65,000,1684.65
2009-11-30,1649.83,1659.20,1636.13,1657.36,000,1657.36
2009-11-27,1630.57,1666.19,1628.18,1651.61,000,1651.61
2009-11-25,1677.46,1685.35,1672.36,1682.91,000,1682.91
2009-11-24,1677.79,1677.94,1662.20,1673.51,000,1673.51
2009-11-23,1677.66,1696.12,1672.87,1678.50,000,1678.50
2009-11-20,1658.42,1665.15,1649.73,1657.60,000,1657.60
2009-11-19,1680.40,1680.78,1649.61,1665.66,000,1665.66
2009-11-18,1698.47,1698.90,1681.50,1691.11,000,1691.11
2009-11-17,1693.71,1699.88,1682.78,1699.88,000,1699.88
2009-11-16,1680.07,1707.75,1680.07,1701.89,000,1701.89
2009-11-13,1661.19,1673.85,1649.65,1672.34,000,1672.34
2009-11-12,1673.06,1682.14,1651.78,1654.74,000,1654.74
2009-11-11,1679.32,1686.27,1661.76,1672.91,000,1672.91
2009-11-10,1659.53,1671.74,1654.05,1665.07,000,1665.07
2009-11-09,1648.54,1663.27,1646.90,1663.27,000,1663.27
2009-11-06,1614.18,1639.33,1612.50,1634.92,000,1634.92
2009-11-05,1594.97,1625.45,1594.51,1625.45,000,1625.45
2009-11-04,1598.43,1606.87,1578.97,1581.06,000,1581.06
2009-11-03,1565.45,1589.14,1563.11,1589.14,000,1589.14
2009-11-02,1570.60,1592.36,1553.12,1575.13,000,1575.13
2009-10-30,1608.81,1611.03,1563.25,1568.28,000,1568.28
2009-10-29,1594.21,1615.32,1592.18,1611.90,000,1611.90
2009-10-28,1622.60,1625.50,1579.48,1581.03,000,1581.03
2009-10-27,1661.81,1664.22,1626.67,1632.15,000,1632.15
2009-10-26,1672.87,1699.88,1655.96,1660.25,000,1660.25
2009-10-23,1689.70,1696.95,1665.43,1669.36,000,1669.36
2009-10-22,1658.23,1679.94,1643.11,1675.33,000,1675.33
2009-10-21,1673.69,1702.10,1660.56,1662.14,000,1662.14
2009-10-20,1687.73,1688.45,1664.16,1676.03,000,1676.03
2009-10-19,1671.33,1693.26,1664.27,1689.00,000,1689.00
2009-10-16,1671.71,1673.16,1651.82,1667.07,000,1667.07
2009-10-15,1672.64,1681.41,1668.67,1680.30,000,1680.30
2009-10-14,1669.94,1681.02,1663.07,1680.07,000,1680.07
2009-10-13,1653.54,1658.36,1642.19,1654.63,000,1654.63
2009-10-12,1661.83,1671.55,1645.76,1653.34,000,1653.34
2009-10-09,1648.13,1658.52,1644.08,1658.52,000,1658.52
2009-10-08,1646.14,1664.30,1642.23,1652.37,000,1652.37
2009-10-07,1623.76,1633.62,1621.24,1633.62,000,1633.62
2009-10-06,1606.13,1633.48,1605.37,1625.75,000,1625.75
2009-10-05,1577.63,1599.58,1576.07,1595.53,000,1595.53
2009-10-02,1571.87,1585.62,1570.22,1573.50,000,1573.50
2009-10-01,1629.61,1630.60,1585.89,1585.95,000,1585.95
2009-09-30,1649.68,1653.04,1617.69,1638.70,000,1638.70
2009-09-29,1641.12,1653.44,1634.48,1643.81,000,1643.81
2009-09-28,1615.34,1645.65,1614.59,1640.90,000,1640.90
2009-09-25,1615.68,1622.14,1603.79,1610.74,000,1610.74
2009-09-24,1647.90,1649.90,1609.43,1618.25,000,1618.25
2009-09-23,1668.15,1674.02,1644.66,1644.90,000,1644.90
2009-09-22,1664.25,1672.21,1658.78,1666.18,000,1666.18
2009-09-21,1640.07,1654.58,1631.67,1652.34,000,1652.34
2009-09-18,1649.45,1653.86,1638.11,1650.47,000,1650.47
2009-09-17,1645.35,1657.11,1636.67,1643.13,000,1643.13
2009-09-16,1622.36,1646.39,1616.80,1646.39,000,1646.39
2009-09-15,1601.44,1616.10,1597.20,1613.06,000,1613.06
2009-09-14,1576.06,1602.79,1571.31,1602.79,000,1602.79
2009-09-11,1588.38,1596.43,1578.79,1587.70,000,1587.70
2009-09-10,1566.00,1588.17,1561.52,1588.17,000,1588.17
2009-09-09,1544.59,1571.99,1539.60,1567.27,000,1567.27
2009-09-08,1538.08,1543.68,1530.70,1543.68,000,1543.68
2009-09-04,1497.20,1523.99,1491.57,1523.99,000,1523.99
2009-09-03,1485.82,1495.63,1473.56,1495.63,000,1495.63
2009-09-02,1469.64,1481.01,1465.10,1475.45,000,1475.45
2009-09-01,1502.70,1528.98,1472.45,1474.53,000,1474.53
2009-08-31,1518.94,1520.45,1501.94,1507.78,000,1507.78
2009-08-28,1546.02,1550.88,1521.63,1531.32,000,1531.32
2009-08-27,1527.93,1537.08,1504.63,1534.44,000,1534.44
2009-08-26,1527.58,1537.41,1519.53,1529.38,000,1529.38
2009-08-25,1530.56,1548.46,1527.42,1530.89,000,1530.89
2009-08-24,1533.10,1539.42,1519.58,1523.61,000,1523.61
2009-08-21,1509.91,1529.29,1507.80,1528.09,000,1528.09
2009-08-20,1483.89,1502.09,1483.04,1500.05,000,1500.05
2009-08-19,1457.73,1490.35,1456.56,1488.82,000,1488.82
2009-08-18,1466.53,1478.38,1459.32,1476.02,000,1476.02
2009-08-17,1475.18,1475.18,1456.32,1457.19,000,1457.19
2009-08-14,1528.69,1529.64,1494.75,1505.76,000,1505.76
2009-08-13,1533.59,1534.11,1512.00,1532.55,000,1532.55
2009-08-12,1504.87,1538.58,1504.14,1526.20,000,1526.20
2009-08-11,1520.94,1521.27,1498.31,1506.21,000,1506.21
2009-08-10,1527.74,1535.10,1516.09,1527.50,000,1527.50
2009-08-07,1517.26,1539.47,1509.30,1532.44,000,1532.44
2009-08-06,1513.06,1522.78,1492.62,1497.66,000,1497.66
2009-08-05,1517.62,1517.98,1489.40,1503.35,000,1503.35
2009-08-04,1502.07,1522.61,1500.94,1514.54,000,1514.54
2009-08-03,1496.48,1511.35,1486.43,1511.20,000,1511.20
2009-07-31,1475.18,1492.81,1472.37,1481.10,000,1481.10
2009-07-30,1471.91,1495.34,1471.50,1481.18,000,1481.18
2009-07-29,1459.73,1467.93,1449.69,1456.83,000,1456.83
2009-07-28,1460.99,1473.04,1450.54,1471.38,000,1471.38
2009-07-27,1469.05,1474.65,1453.90,1472.47,000,1472.47
2009-07-24,1454.10,1468.51,1448.83,1468.51,000,1468.51
2009-07-23,1430.79,1472.82,1429.18,1468.12,000,1468.12
2009-07-22,1413.45,1436.05,1411.52,1430.84,000,1430.84
2009-07-21,1426.47,1426.87,1398.14,1419.45,000,1419.45
2009-07-20,1398.80,1419.47,1397.39,1418.97,000,1418.97
2009-07-17,1390.96,1393.66,1382.57,1391.27,000,1391.27
2009-07-16,1371.11,1396.19,1369.27,1393.55,000,1393.55
2009-07-15,1345.69,1376.53,1343.32,1376.53,000,1376.53
2009-07-14,1314.70,1330.41,1312.18,1330.30,000,1330.30
2009-07-13,1292.54,1316.64,1271.92,1316.64,000,1316.64
2009-07-10,1285.10,1300.85,1276.32,1291.12,000,1291.12
2009-07-09,1297.41,1301.04,1285.50,1292.30,000,1292.30
2009-07-08,1293.00,1297.11,1271.79,1287.33,000,1287.33
2009-07-07,1320.59,1320.62,1285.09,1286.14,000,1286.14
2009-07-06,1322.84,1330.36,1305.07,1320.20,000,1320.20
2009-07-02,1363.28,1363.28,1332.91,1333.33,000,1333.33
2009-07-01,1382.04,1397.72,1378.53,1380.26,000,1380.26
2009-06-30,1382.64,1388.55,1365.59,1373.64,000,1373.64
2009-06-29,1379.01,1386.20,1362.43,1377.87,000,1377.87
2009-06-26,1358.75,1378.57,1356.27,1375.68,000,1375.68
2009-06-25,1325.64,1365.29,1324.02,1365.29,000,1365.29
2009-06-24,1324.03,1347.84,1323.29,1334.12,000,1334.12
2009-06-23,1321.54,1328.90,1305.71,1314.66,000,1314.66
2009-06-22,1349.34,1349.72,1315.97,1316.10,000,1316.10
2009-06-19,1366.02,1375.79,1358.83,1365.85,000,1365.85
2009-06-18,1352.15,1357.94,1339.20,1351.67,000,1351.67
2009-06-17,1347.27,1366.04,1333.19,1353.37,000,1353.37
2009-06-16,1378.06,1380.13,1343.95,1346.58,000,1346.58
2009-06-15,1392.74,1393.24,1358.93,1369.87,000,1369.87
2009-06-12,1408.78,1411.24,1388.68,1411.24,000,1411.24
2009-06-11,1418.86,1433.65,1417.04,1419.06,000,1419.06
2009-06-10,1436.82,1437.54,1395.77,1416.79,000,1416.79
2009-06-09,1413.72,1429.85,1410.97,1422.75,000,1422.75
2009-06-08,1401.85,1421.03,1386.18,1409.42,000,1409.42
2009-06-05,1425.57,1427.04,1396.76,1412.38,000,1412.38
2009-06-04,1400.01,1413.89,1389.77,1413.89,000,1413.89
2009-06-03,1409.28,1409.44,1381.68,1398.85,000,1398.85
2009-06-02,1400.14,1424.60,1396.80,1420.53,000,1420.53
2009-06-01,1372.86,1408.97,1370.97,1405.92,000,1405.92
2009-05-29,1341.59,1353.50,1329.97,1353.50,000,1353.50
2009-05-28,1337.54,1345.02,1307.70,1336.23,000,1336.23
2009-05-27,1344.44,1356.52,1326.04,1327.36,000,1327.36
2009-05-26,1289.61,1352.37,1289.39,1348.90,000,1348.90
2009-05-22,1315.27,1319.22,1297.65,1305.18,000,1305.18
2009-05-21,1319.88,1325.44,1293.71,1306.24,000,1306.24
2009-05-20,1349.45,1372.99,1332.98,1337.44,000,1337.44
2009-05-19,1328.22,1349.85,1323.53,1339.27,000,1339.27
2009-05-18,1297.11,1332.54,1294.69,1332.54,000,1332.54
2009-05-15,1293.53,1310.56,1282.05,1285.35,000,1285.35
2009-05-14,1283.38,1308.45,1274.59,1295.77,000,1295.77
2009-05-13,1312.99,1313.62,1278.83,1278.83,000,1278.83
2009-05-12,1359.07,1360.83,1313.54,1332.49,000,1332.49
2009-05-11,1341.35,1360.17,1330.18,1348.67,000,1348.67
2009-05-08,1350.61,1369.25,1337.46,1362.73,000,1362.73
2009-05-07,1382.50,1385.24,1323.18,1334.03,000,1334.03
2009-05-06,1374.66,1379.10,1345.42,1365.45,000,1365.45
2009-05-05,1363.87,1368.73,1345.36,1364.29,000,1364.29
2009-05-04,1335.46,1365.01,1333.65,1365.01,000,1365.01
2009-05-01,1321.65,1334.11,1309.77,1323.36,000,1323.36
2009-04-30,1325.28,1350.80,1316.93,1319.25,000,1319.25
2009-04-29,1282.11,1317.86,1281.19,1303.97,000,1303.97
2009-04-28,1258.45,1281.87,1255.06,1267.72,000,1267.72
2009-04-27,1266.02,1288.22,1259.17,1269.05,000,1269.05
2009-04-24,1261.26,1296.66,1257.21,1287.44,000,1287.44
2009-04-23,1256.77,1267.15,1239.11,1255.60,000,1255.60
2009-04-22,1232.88,1280.54,1229.63,1256.48,000,1256.48
2009-04-21,1210.80,1247.48,1209.50,1246.93,000,1246.93
2009-04-20,1243.35,1244.47,1214.51,1217.21,000,1217.21
2009-04-17,1258.06,1272.84,1244.58,1266.92,000,1266.92
2009-04-16,1234.01,1263.06,1224.31,1258.24,000,1258.24
2009-04-15,1204.53,1220.23,1201.65,1219.59,000,1219.59
2009-04-14,1219.78,1231.20,1207.67,1210.88,000,1210.88
2009-04-13,1229.83,1239.59,1215.25,1234.25,000,1234.25
2009-04-09,1209.03,1239.37,1207.59,1239.37,000,1239.37
2009-04-08,1175.39,1189.47,1167.14,1189.47,000,1189.47
2009-04-07,1187.72,1188.00,1162.61,1163.84,000,1163.84
2009-04-06,1209.76,1211.33,1188.89,1204.52,000,1204.52
2009-04-03,1204.86,1220.96,1198.08,1220.96,000,1220.96
2009-04-02,1171.52,1218.69,1168.49,1206.10,000,1206.10
2009-04-01,1117.84,1150.65,1111.26,1149.68,000,1149.68
2009-03-31,1134.78,1153.11,1125.36,1134.76,000,1134.76
2009-03-30,1137.14,1137.26,1109.25,1123.36,000,1123.36
2009-03-27,1169.65,1175.25,1154.38,1157.49,000,1157.49
2009-03-26,1155.23,1188.86,1152.22,1188.86,000,1188.86
2009-03-25,1136.62,1159.99,1106.86,1140.00,000,1140.00
2009-03-24,1139.16,1149.53,1128.69,1131.20,000,1131.20
2009-03-23,1102.14,1151.94,1094.17,1151.94,000,1151.94
2009-03-20,1101.42,1109.19,1067.52,1075.36,000,1075.36
2009-03-19,1105.80,1106.24,1089.04,1096.28,000,1096.28
2009-03-18,1065.38,1106.21,1059.15,1096.05,000,1096.05
2009-03-17,1032.73,1072.25,1028.70,1072.25,000,1072.25
2009-03-16,1057.34,1057.56,1029.18,1030.64,000,1030.64
2009-03-13,1045.84,1053.74,1030.14,1048.25,000,1048.25
2009-03-12,999.90,1044.38,986.53,1042.37,000,1042.37
2009-03-11,998.87,1015.01,990.32,1001.43,000,1001.43
2009-03-10,945.35,992.98,945.35,992.98,000,992.98
2009-03-09,943.26,963.96,927.87,930.62,000,930.62
2009-03-06,964.39,970.18,928.08,948.51,000,948.51
2009-03-05,977.40,985.71,953.77,955.97,000,955.97
2009-03-04,980.72,1006.29,980.24,995.49,000,995.49
2009-03-03,987.66,988.81,962.82,968.87,000,968.87
2009-03-02,1005.13,1012.01,972.85,973.68,000,973.68
2009-02-27,1012.31,1037.81,1007.75,1021.36,000,1021.36
2009-02-26,1051.76,1055.96,1021.90,1021.99,000,1021.99
2009-02-25,1055.41,1065.19,1033.32,1044.85,000,1044.85
2009-02-24,1031.44,1068.93,1024.87,1065.92,000,1065.92
2009-02-23,1068.04,1068.10,1019.57,1020.50,000,1020.50
2009-02-20,1047.64,1067.24,1038.30,1057.89,000,1057.89
2009-02-19,1077.94,1088.72,1057.22,1058.02,000,1058.02
2009-02-18,1080.02,1081.30,1055.54,1066.47,000,1066.47
2009-02-17,1087.70,1091.13,1072.49,1074.74,000,1074.74
2009-02-13,1126.89,1136.69,1118.01,1122.43,000,1122.43
2009-02-12,1103.26,1127.45,1092.95,1126.82,000,1126.82
2009-02-11,1126.48,1136.41,1108.86,1122.14,000,1122.14
2009-02-10,1160.23,1174.04,1113.90,1117.32,000,1117.32
2009-02-09,1167.47,1173.22,1157.70,1167.95,000,1167.95
2009-02-06,1136.66,1171.06,1136.66,1168.79,000,1168.79
2009-02-05,1109.60,1140.78,1107.58,1138.23,000,1138.23
2009-02-04,1126.41,1146.88,1115.44,1120.40,000,1120.40
2009-02-03,1117.79,1137.52,1104.33,1133.27,000,1133.27
2009-02-02,1091.95,1116.59,1087.11,1110.81,000,1110.81
2009-01-30,1137.83,1141.64,1099.41,1103.66,000,1103.66
2009-01-29,1146.05,1146.88,1120.20,1121.34,000,1121.34
2009-01-28,1136.92,1167.64,1136.29,1160.39,000,1160.39
2009-01-27,1115.31,1127.90,1109.63,1118.60,000,1118.60
2009-01-26,1108.45,1134.73,1099.24,1115.24,000,1115.24
2009-01-23,1084.22,1123.62,1075.01,1107.74,000,1107.74
2009-01-22,1103.87,1126.51,1086.05,1105.31,000,1105.31
2009-01-21,1106.54,1133.77,1089.54,1132.86,000,1132.86
2009-01-20,1152.18,1153.26,1089.41,1089.60,000,1089.60
2009-01-16,1158.31,1164.86,1126.14,1159.10,000,1159.10
2009-01-15,1118.61,1156.59,1096.93,1146.78,000,1146.78
2009-01-14,1145.23,1146.23,1113.17,1116.12,000,1116.12
2009-01-13,1165.92,1178.96,1150.44,1164.06,000,1164.06
2009-01-12,1202.25,1202.65,1160.65,1166.77,000,1166.77
2009-01-09,1241.94,1241.94,1201.92,1202.82,000,1202.82
2009-01-08,1210.31,1238.71,1209.90,1238.71,000,1238.71
2009-01-07,1237.16,1237.16,1207.55,1217.19,000,1217.19
2009-01-06,1245.28,1268.81,1242.23,1258.50,000,1258.50
2009-01-05,1234.98,1248.13,1219.33,1236.53,000,1236.53
2009-01-02,1191.41,1248.65,1189.90,1245.00,000,1245.00
2008-12-31,1163.39,1197.25,1161.14,1191.06,000,1191.06
2008-12-30,1135.10,1163.61,1129.06,1163.61,000,1163.61
2008-12-29,1145.24,1146.75,1116.48,1128.06,000,1128.06
2008-12-26,1143.78,1146.97,1133.53,1145.67,000,1145.67
2008-12-24,1139.13,1139.52,1130.73,1137.84,000,1137.84
2008-12-23,1151.54,1156.18,1127.57,1135.38,000,1135.38
2008-12-22,1174.99,1176.55,1120.41,1143.97,000,1143.97
2008-12-19,1180.95,1198.09,1167.16,1175.66,000,1175.66
2008-12-18,1201.37,1203.73,1152.89,1168.56,000,1168.56
2008-12-17,1167.54,1207.40,1165.54,1195.11,000,1195.11
2008-12-16,1132.74,1179.66,1132.41,1179.66,000,1179.66
2008-12-15,1151.86,1153.09,1104.87,1117.70,000,1117.70
2008-12-12,1101.70,1142.94,1097.56,1140.76,000,1140.76
2008-12-11,1150.10,1168.19,1114.88,1121.15,000,1121.15
2008-12-10,1156.23,1172.32,1140.92,1162.21,000,1162.21
2008-12-09,1158.00,1193.21,1141.49,1145.83,000,1145.83
2008-12-08,1153.00,1183.20,1149.88,1174.75,000,1174.75
2008-12-05,1067.01,1129.56,1045.69,1129.56,000,1129.56
2008-12-04,1095.55,1129.73,1067.55,1084.71,000,1084.71
2008-12-03,1058.57,1114.84,1055.35,1113.34,000,1113.34
2008-12-02,1061.71,1086.97,1049.88,1085.76,000,1085.76
2008-12-01,1122.90,1122.90,1040.82,1040.82,000,1040.82
2008-11-28,1135.99,1156.41,1132.59,1156.41,000,1156.41
2008-11-26,1062.31,1147.74,1062.31,1147.74,000,1147.74
2008-11-25,1072.01,1085.87,1049.20,1083.06,000,1083.06
2008-11-24,992.43,1079.60,992.43,1072.01,000,1072.01
2008-11-21,960.32,992.43,920.15,992.43,000,992.43
2008-11-20,985.36,1011.07,936.10,936.92,000,936.92
2008-11-19,1066.11,1075.23,993.65,993.65,000,993.65
2008-11-18,1082.19,1093.86,1035.45,1068.06,000,1068.06
2008-11-17,1087.32,1111.08,1076.43,1079.15,000,1079.15
2008-11-14,1143.32,1159.50,1099.92,1100.82,000,1100.82
2008-11-13,1095.17,1167.40,1035.17,1167.02,000,1167.02
2008-11-12,1140.47,1142.73,1087.58,1087.58,000,1087.58
2008-11-11,1186.16,1190.74,1148.92,1162.52,000,1162.52
2008-11-10,1258.58,1261.96,1190.71,1202.37,000,1202.37
2008-11-07,1217.37,1239.62,1205.23,1229.43,000,1229.43
2008-11-06,1238.11,1250.46,1198.24,1201.51,000,1201.51
2008-11-05,1312.78,1316.75,1250.64,1251.18,000,1251.18
2008-11-04,1320.00,1337.74,1302.28,1331.19,000,1331.19
2008-11-03,1288.65,1306.24,1281.17,1292.55,000,1292.55
2008-10-31,1247.54,1304.68,1238.05,1291.75,000,1291.75
2008-10-30,1258.43,1278.08,1221.78,1261.10,000,1261.10
2008-10-29,1199.03,1261.03,1182.60,1223.00,000,1223.00
2008-10-28,1130.49,1200.37,1085.25,1200.15,000,1200.15
2008-10-27,1114.40,1144.70,1093.87,1094.28,000,1094.28
2008-10-24,1098.84,1157.96,1098.84,1130.57,000,1130.57
2008-10-23,1199.57,1215.53,1133.23,1183.00,000,1183.00
2008-10-22,1255.81,1255.81,1181.13,1203.65,000,1203.65
2008-10-21,1304.52,1327.67,1278.05,1278.05,000,1278.05
2008-10-20,1297.69,1325.71,1274.87,1325.63,000,1325.63
2008-10-17,1239.66,1325.72,1231.23,1276.19,000,1276.19
2008-10-16,1222.89,1274.91,1167.09,1274.91,000,1274.91
2008-10-15,1336.07,1338.66,1215.47,1215.47,000,1215.47
2008-10-14,1456.15,1458.85,1338.11,1358.16,000,1358.16
2008-10-13,1326.57,1406.98,1317.95,1406.98,000,1406.98
2008-10-10,1226.10,1295.14,1175.99,1268.90,000,1268.90
2008-10-09,1363.80,1386.46,1264.64,1271.60,000,1271.60
2008-10-08,1334.91,1398.11,1323.42,1355.16,000,1355.16
2008-10-07,1466.85,1476.66,1373.89,1373.89,000,1373.89
2008-10-06,1488.20,1488.20,1380.79,1460.26,000,1460.26
2008-10-03,1590.12,1610.23,1528.01,1528.08,000,1528.08
2008-10-02,1646.26,1649.88,1561.59,1566.58,000,1566.58
2008-10-01,1679.15,1680.75,1651.32,1660.88,000,1660.88
2008-09-30,1646.43,1690.82,1633.64,1690.82,000,1690.82
2008-09-29,1735.50,1737.11,1615.75,1618.88,000,1618.88
2008-09-26,1742.09,1764.71,1733.10,1763.20,000,1763.20
2008-09-25,1761.84,1785.21,1755.71,1770.97,000,1770.97
2008-09-24,1776.12,1777.53,1745.13,1750.82,000,1750.82
2008-09-23,1796.90,1801.69,1756.24,1762.91,000,1762.91
2008-09-22,1853.94,1854.35,1790.99,1791.39,000,1791.39
2008-09-19,1864.45,1891.31,1837.15,1861.51,000,1861.51
2008-09-18,1757.24,1805.17,1709.41,1801.86,000,1801.86
2008-09-17,1780.06,1781.08,1723.13,1723.13,000,1723.13
2008-09-16,1767.17,1807.25,1760.67,1802.46,000,1802.46
2008-09-15,1809.20,1837.89,1781.71,1781.71,000,1781.71
2008-09-12,1831.06,1861.00,1823.19,1852.92,000,1852.92
2008-09-11,1807.55,1846.58,1798.53,1846.57,000,1846.57
2008-09-10,1824.84,1841.91,1804.17,1827.37,000,1827.37
2008-09-09,1872.01,1880.47,1808.82,1808.82,000,1808.82
2008-09-08,1881.48,1895.10,1848.18,1871.25,000,1871.25
2008-09-05,1843.91,1859.91,1814.78,1853.51,000,1853.51
2008-09-04,1894.46,1897.90,1851.48,1851.48,000,1851.48
2008-09-03,1909.04,1925.63,1892.29,1904.49,000,1904.49
2008-09-02,1951.46,1966.14,1903.84,1911.78,000,1911.78
2008-08-29,1939.51,1945.94,1923.23,1928.18,000,1928.18
2008-08-28,1930.02,1952.43,1930.02,1951.45,000,1951.45
2008-08-27,1902.92,1932.01,1901.92,1922.94,000,1922.94
2008-08-26,1899.74,1910.10,1887.93,1900.96,000,1900.96
2008-08-25,1937.09,1937.09,1895.89,1899.99,000,1899.99
2008-08-22,1924.79,1948.85,1924.79,1946.66,000,1946.66
2008-08-21,1912.10,1928.60,1907.47,1922.41,000,1922.41
2008-08-20,1925.64,1936.00,1907.03,1921.50,000,1921.50
2008-08-19,1930.79,1932.41,1910.08,1916.50,000,1916.50
2008-08-18,1977.04,1977.53,1933.50,1942.07,000,1942.07
2008-08-15,1976.90,1985.85,1959.64,1969.67,000,1969.67
2008-08-14,1938.83,1977.48,1938.83,1971.79,000,1971.79
2008-08-13,1942.50,1961.15,1928.26,1952.19,000,1952.19
2008-08-12,1950.17,1962.54,1941.10,1948.20,000,1948.20
2008-08-11,1919.15,1970.20,1914.60,1956.44,000,1956.44
2008-08-08,1884.01,1925.79,1880.78,1923.30,000,1923.30
2008-08-07,1896.02,1900.92,1881.41,1884.80,000,1884.80
2008-08-06,1885.92,1909.79,1874.86,1907.38,000,1907.38
2008-08-05,1863.76,1895.69,1863.76,1895.10,000,1895.10
2008-08-04,1878.93,1878.93,1844.78,1848.55,000,1848.55
2008-08-01,1897.98,1901.24,1861.68,1879.12,000,1879.12
2008-07-31,1890.18,1918.14,1886.07,1893.19,000,1893.19
2008-07-30,1896.86,1913.79,1881.61,1904.71,000,1904.71
2008-07-29,1851.70,1891.64,1851.70,1891.07,000,1891.07
2008-07-28,1874.65,1878.21,1839.23,1843.68,000,1843.68
2008-07-25,1877.77,1888.99,1868.56,1878.80,000,1878.80
2008-07-24,1910.40,1910.40,1867.46,1869.20,000,1869.20
2008-07-23,1898.72,1935.44,1893.91,1910.22,000,1910.22
2008-07-22,1877.49,1906.14,1872.04,1906.14,000,1906.14
2008-07-21,1884.19,1885.79,1865.02,1879.61,000,1879.61
2008-07-18,1880.32,1889.73,1869.05,1875.98,000,1875.98
2008-07-17,1870.87,1886.65,1854.20,1883.87,000,1883.87
2008-07-16,1823.91,1875.92,1810.47,1875.55,000,1875.55
2008-07-15,1813.84,1841.32,1779.86,1817.95,000,1817.95
2008-07-14,1852.74,1854.38,1814.24,1824.29,000,1824.29
2008-07-11,1828.58,1850.68,1799.28,1834.49,000,1834.49
2008-07-10,1832.52,1851.54,1818.66,1840.68,000,1840.68
2008-07-09,1872.40,1877.88,1830.40,1830.60,000,1830.60
2008-07-08,1832.66,1870.64,1818.20,1870.64,000,1870.64
2008-07-07,1850.65,1862.14,1812.55,1834.75,000,1834.75
2008-07-03,1862.30,1863.47,1829.13,1842.85,000,1842.85
2008-07-02,1913.36,1916.57,1853.58,1853.58,000,1853.58
2008-07-01,1895.07,1910.27,1869.38,1907.72,000,1907.72
2008-06-30,1920.93,1933.30,1907.26,1907.26,000,1907.26
2008-06-27,1927.10,1933.65,1903.62,1923.39,000,1923.39
2008-06-26,1960.75,1960.75,1924.36,1925.19,000,1925.19
2008-06-25,1967.09,1995.37,1965.86,1979.88,000,1979.88
2008-06-24,1981.62,1985.38,1952.77,1962.84,000,1962.84
2008-06-23,2014.64,2019.37,1989.22,1989.85,000,1989.85
2008-06-20,2037.87,2040.55,1994.59,2006.34,000,2006.34
2008-06-19,2031.38,2053.84,2015.51,2051.37,000,2051.37
2008-06-18,2047.86,2047.86,2023.64,2032.59,000,2032.59
2008-06-17,2070.28,2070.56,2054.88,2056.02,000,2056.02
2008-06-16,2044.82,2065.96,2039.04,2064.13,000,2064.13
2008-06-13,2021.60,2049.59,2021.34,2049.59,000,2049.59
2008-06-12,2015.74,2029.79,1995.97,2004.70,000,2004.70
2008-06-11,2037.98,2041.00,2002.57,2002.57,000,2002.57
2008-06-10,2039.86,2053.23,2031.43,2039.66,000,2039.66
2008-06-09,2075.59,2076.65,2038.51,2055.06,000,2055.06
2008-06-06,2113.13,2113.13,2067.20,2067.20,000,2067.20
2008-06-05,2096.71,2129.37,2093.26,2129.37,000,2129.37
2008-06-04,2072.07,2108.70,2068.96,2093.44,000,2093.44
2008-06-03,2091.92,2098.98,2059.97,2077.54,000,2077.54
2008-06-02,2098.43,2100.98,2067.07,2083.83,000,2083.83
2008-05-30,2096.05,2107.18,2086.26,2103.03,000,2103.03
